Date,Open,High,Low,Close,Adj Close,Volume
2015-05-07,13.670300,13.833400,13.220800,13.582200,13.251376,81627900
2015-05-08,13.837800,13.837800,13.326600,13.441200,13.113811,13014213
2015-05-11,13.405900,13.529300,13.220800,13.220800,12.898779,8115025
2015-05-12,13.247200,13.326600,13.220800,13.308900,12.984734,33969957
2015-05-13,13.317800,13.789300,13.317800,13.661500,13.328745,15577799
2015-05-14,13.749600,14.058100,13.582200,13.925900,13.586705,2815668
2015-05-15,14.058100,14.097800,13.427900,13.573400,13.242790,11508755
2015-05-18,13.705600,13.749600,13.397100,13.467600,13.139566,1069402
2015-05-19,13.617400,13.868600,13.529300,13.837800,13.500751,3089037
2015-05-20,13.837800,13.925900,13.683500,13.881800,13.543678,2135358
2015-05-21,13.987600,14.040500,13.754000,13.811300,13.474897,1723542
2015-05-22,13.965600,13.978800,13.467600,13.467600,13.139566,2975143
2015-05-25,13.485200,13.489600,13.264900,13.397100,13.070785,636729
2015-05-26,13.480800,13.480800,13.220800,13.220800,12.898779,1843335
2015-05-27,13.269300,13.608600,13.242800,13.441200,13.113811,3691836
2015-05-28,13.441200,13.546900,13.335400,13.441200,13.113811,597064
2015-05-29,13.441200,13.577800,13.397100,13.520500,13.191179,2482193
2015-06-01,13.661500,13.965600,13.458800,13.925900,13.586705,835032
2015-06-02,13.952400,14.322500,13.837800,14.190300,13.844664,1286069
2015-06-03,14.269700,14.631000,14.269700,14.613400,14.257461,3226182
2015-06-04,14.609000,14.701500,14.428300,14.569300,14.214433,1519134
2015-06-05,14.375400,14.520900,13.890700,14.102200,13.758709,2097274
2015-06-08,14.260800,14.260800,13.573400,13.978800,13.638316,870283
2015-06-09,14.102200,14.102200,13.635100,13.674700,13.341623,560820
2015-06-10,13.617400,14.049300,13.617400,13.793700,13.457726,8330511
2015-06-11,14.093400,14.093400,13.573400,13.696800,13.363184,400227
2015-06-12,13.591000,13.789300,13.405900,13.454400,13.126690,2059948
2015-06-15,13.529300,14.093400,13.467600,13.674700,13.341623,12058252
2015-06-16,13.749600,13.749600,13.405900,13.441200,13.113811,646866
2015-06-17,13.564500,13.564500,13.308900,13.308900,12.984734,6884128
2015-06-18,13.313400,13.516100,13.308900,13.480800,13.152446,1040902
2015-06-19,13.608600,13.851000,13.436700,13.661500,13.328745,179768
2015-06-22,13.820200,13.974400,13.551300,13.555700,13.225522,4265617
2015-06-23,13.560100,13.661500,13.441200,13.494000,13.165324,322082
2015-06-24,13.502900,13.529300,13.308900,13.308900,12.984734,1120628
2015-06-25,13.286900,13.432300,13.256100,13.308900,12.984734,3007264
2015-06-26,13.379500,13.599800,13.308900,13.599800,13.268549,1948119
2015-06-29,13.000500,13.370600,12.806600,13.264900,12.941804,968270
2015-06-30,13.286900,13.564500,13.119400,13.375000,13.049224,4543423
2015-07-01,13.498400,13.921500,13.397100,13.793700,13.457726,4533284
2015-07-02,13.925900,13.925900,13.308900,13.308900,12.984734,6600081
2015-07-03,13.335400,13.670300,13.335400,13.353000,13.027759,358270
2015-07-06,13.220800,13.502900,13.176700,13.308900,12.984734,588552
2015-07-07,13.264900,13.617400,13.264900,13.308900,12.984734,497865
2015-07-08,13.397100,13.507300,13.308900,13.308900,12.984734,740367
2015-07-09,13.220800,13.326600,13.185600,13.220800,12.898779,1055719
2015-07-10,13.344200,13.476400,13.260500,13.344200,13.019175,2354338
2015-07-13,13.432300,13.617400,13.335400,13.511700,13.182594,595444
2015-07-14,13.551300,13.551300,13.317800,13.361800,13.036345,1718565
2015-07-15,13.485200,13.635100,13.308900,13.476400,13.148151,1514341
2015-07-16,13.661500,13.661500,13.427900,13.573400,13.242790,436117
2015-07-17,13.617400,13.687900,13.370600,13.573400,13.242790,785166
2015-07-20,13.564500,13.661500,13.405900,13.573400,13.242790,1205272
2015-07-21,13.617400,13.635100,13.414700,13.441200,13.113811,508770
2015-07-22,13.494000,13.555700,13.361800,13.397100,13.070785,4183910
2015-07-23,13.401500,13.529300,13.273700,13.291300,12.967563,963627
2015-07-24,13.383900,13.423500,13.176700,13.308900,12.984734,252242
2015-07-27,13.264900,13.485200,13.225200,13.291300,12.967563,397754
2015-07-28,13.331000,13.520500,13.273700,13.308900,12.984734,803838
2015-07-29,13.339800,13.485200,13.247200,13.353000,13.027759,550436
2015-07-30,13.480800,13.524900,13.335400,13.353000,13.027759,467692
2015-07-31,13.441200,13.441200,13.247200,13.300100,12.976149,607116
2015-08-03,13.317800,13.339800,13.176700,13.308900,12.984734,1916946
2015-08-04,13.573400,14.587000,13.256100,13.881800,13.543678,6406192
2015-08-05,13.952400,14.516400,13.749600,14.401900,14.051111,1176091
2015-08-06,14.340200,14.454800,14.159500,14.326900,13.977938,8490513
2015-08-07,14.454800,14.613400,14.128600,14.445900,14.094039,6463449
2015-08-10,14.450300,14.534100,14.168300,14.366600,14.016669,1002570
2015-08-11,14.357800,14.410700,14.221200,14.322500,13.973646,569301
2015-08-12,14.238800,14.432700,14.102200,14.177100,13.831788,904895
2015-08-13,14.309300,14.401900,14.111000,14.111000,13.767296,5958662
2015-08-14,14.128600,14.357800,14.009600,14.208000,13.861933,901802
2015-08-17,14.256400,14.291700,14.014100,14.102200,13.758709,616270
2015-08-18,14.106600,14.260800,13.939100,14.128600,13.784468,659501
2015-08-19,14.102200,14.269700,14.005200,14.181500,13.836079,313213
2015-08-20,14.124200,14.212400,13.767300,13.992000,13.651195,839956
2015-08-21,13.820200,13.970000,13.608600,13.608600,13.277134,1148977
2015-08-24,13.317800,13.436700,13.088600,13.159100,12.838580,392440
2015-08-25,13.282500,13.502900,13.194400,13.432300,13.105126,6225436
2015-08-26,13.286900,13.472000,13.097400,13.220800,12.898779,1536944
2015-08-27,13.397100,13.560100,13.238400,13.520500,13.191179,2452790
2015-08-28,13.599800,13.732000,13.450000,13.679100,13.345915,1277156
2015-08-31,13.626200,13.987600,13.511700,13.961200,13.621144,1758448
2015-09-01,13.767300,13.767300,13.427900,13.710000,13.376064,717425
2015-09-02,13.617400,13.643900,13.423500,13.573400,13.242790,905076
2015-09-03,13.670300,13.705600,13.401500,13.591000,13.259961,1187242
2015-09-04,13.533700,13.652700,13.432300,13.599800,13.268549,234238
2015-09-07,13.599800,13.705600,13.317800,13.661500,13.328745,1438741
2015-09-08,13.679100,13.970000,13.586600,13.890700,13.552361,417587
2015-09-09,13.917100,14.269700,13.762900,14.119800,13.775881,2272777
2015-09-10,14.071300,14.216800,13.837800,14.102200,13.758709,977705
2015-09-11,14.062500,14.190300,13.939100,13.983200,13.642610,488590
2015-09-14,14.022900,14.058100,13.450000,13.450000,13.122396,906822
2015-09-15,13.577800,13.895100,13.238400,13.472000,13.143862,5211378
2015-09-16,13.516100,13.767300,13.317800,13.524900,13.195473,1245887
2015-09-17,13.494000,13.806900,13.476400,13.683500,13.350210,427163
2015-09-18,13.643900,13.767300,13.423500,13.635100,13.302987,1101669
2015-09-21,13.657100,14.102200,13.494000,13.749600,13.414700,1516670
2015-09-22,13.802500,13.806900,13.564500,13.626200,13.294304,916027
2015-09-23,13.670300,13.978800,13.564500,13.965600,13.625439,3686013
2015-09-24,13.864200,13.987600,13.370600,13.577800,13.247084,1032998
2015-09-25,13.670300,13.970000,13.652700,13.824600,13.487872,2087703
2015-09-28,13.784900,13.917100,13.661500,13.767300,13.431967,1105264
2015-09-29,13.613000,13.643900,13.300100,13.308900,12.984734,1677655
2015-09-30,13.397100,13.458800,13.348600,13.397100,13.070785,511164
2015-10-01,13.502900,13.811300,13.458800,13.472000,13.143862,4217112
2015-10-02,13.507300,13.573400,13.370600,13.375000,13.049224,996204
2015-10-05,13.485200,13.723200,13.423500,13.643900,13.311572,818782
2015-10-06,13.604200,13.714400,13.414700,13.498400,13.169616,3888027
2015-10-07,13.524900,13.626200,13.264900,13.308900,12.984734,1204395
2015-10-08,13.335400,13.560100,13.273700,13.485200,13.156739,990455
2015-10-09,13.996400,13.996400,13.273700,13.366200,13.040638,6775222
2015-10-12,13.533700,13.705600,13.375000,13.375000,13.049224,1242517
2015-10-13,13.379500,13.489600,13.291300,13.308900,12.984734,412319
2015-10-14,13.273700,13.405900,12.806600,13.004900,12.688138,1418820
2015-10-15,13.181100,13.181100,12.727200,12.903500,12.589207,4635228
2015-10-16,13.048900,13.335400,13.035700,13.176700,12.855754,449590
2015-10-19,13.185600,13.317800,13.185600,13.220800,12.898779,905623
2015-10-20,13.251700,13.344200,13.207600,13.264900,12.941804,916963
2015-10-21,13.300100,13.308900,13.115000,13.256100,12.933218,260323
2015-10-22,13.220800,13.494000,13.176700,13.397100,13.070785,1031123
2015-10-23,13.502900,13.749600,13.220800,13.745200,13.410405,2216752
2015-10-26,13.679100,13.732000,13.441200,13.626200,13.294304,1091845
2015-10-27,13.630700,13.670300,13.458800,13.661500,13.328745,1069053
2015-10-28,13.661500,13.881800,13.617400,13.705600,13.371770,1885549
2015-10-29,13.793700,13.996400,13.767300,13.952400,13.612560,669071
2015-10-30,13.987600,13.987600,13.767300,13.908300,13.569534,1661281
2015-11-02,13.855400,13.912700,13.705600,13.859800,13.522215,720733
2015-11-03,13.767300,14.005200,13.767300,13.899500,13.560947,1035243
2015-11-04,13.948000,14.014100,13.754000,13.925900,13.586705,669492
2015-11-05,13.970000,14.194700,13.908300,14.137500,13.793151,673784
2015-11-06,14.137500,14.146300,13.824600,13.970000,13.629730,692666
2015-11-09,13.992000,13.992000,13.723200,13.811300,13.474897,4490321
2015-11-10,13.864200,14.128600,13.736400,14.036100,13.694222,995758
2015-11-11,14.014100,14.203600,13.987600,14.036100,13.694222,361513
2015-11-12,13.912700,14.155100,13.802500,13.837800,13.500751,349510
2015-11-13,13.767300,13.970000,13.714400,13.890700,13.552361,1056683
2015-11-16,13.758500,14.066900,13.758500,14.014100,13.672757,560423
2015-11-17,14.093400,14.163900,13.899500,13.970000,13.629730,2818884
2015-11-18,13.908300,14.106600,13.908300,14.049300,13.707099,2617866
2015-11-19,14.080200,14.106600,13.970000,14.049300,13.707099,883841
2015-11-20,14.009600,14.084600,13.939100,13.952400,13.612560,725737
2015-11-23,13.996400,14.097800,13.925900,14.044900,13.702806,2876969
2015-11-24,13.996400,14.062500,13.864200,13.925900,13.586705,9466270
2015-11-25,13.974400,14.190300,13.762900,14.172700,13.827492,7126741
2015-11-26,14.190300,14.639800,14.190300,14.639800,14.283217,923400
2015-11-27,14.609000,14.838200,14.401900,14.701500,14.343413,4203501
2015-11-30,14.754400,15.181900,14.719200,15.155500,14.786356,4559237
2015-12-01,15.133400,15.159900,14.873400,15.137800,14.769085,842323
2015-12-02,15.203900,15.292100,14.807300,14.838200,14.476785,957374
2015-12-03,14.855800,15.089300,14.705900,14.930700,14.606407,925497
2015-12-04,14.798500,14.983600,14.736800,14.957100,14.632233,886721
2015-12-07,15.001200,15.239200,14.988000,15.089300,14.761562,756192
2015-12-08,15.089300,15.155500,14.811700,14.939500,14.615014,559746
2015-12-09,14.988000,15.177500,14.904300,15.098200,14.770268,1517533
2015-12-10,15.023200,15.076100,14.807300,14.992400,14.666765,772097
2015-12-11,14.639800,14.736800,14.230000,14.278500,13.968372,3221620
2015-12-14,14.366600,14.516400,14.221200,14.304900,13.994200,5287820
2015-12-15,14.419500,14.842600,14.313700,14.710400,14.390891,5336560
